nct_id,pmid,has_results,sources
NCT00182689,25490004,false,"linked_at_registration,pubmed_naive,google_scholar,nct_match"
NCT00182689,25800975,false,google_scholar
NCT00182689,26498504,false,google_scholar
NCT00182689,35609720,false,google_scholar
NCT00182689,37580661,false,pubmed_naive
NCT00182689,38339263,false,google_scholar
NCT00182689,39391239,false,google_scholar
NCT00182689,39461754,false,google_scholar
NCT00315861,18728710,false,google_scholar
NCT00315861,20798192,true,pubmed_naive
NCT01156103,23054854,false,pubmed_naive
NCT01156103,23440308,true,"linked_at_registration,pubmed_naive,google_scholar,nct_match"
NCT01156103,30503947,false,pubmed_naive
NCT02794844,29620484,false,google_scholar
NCT02794844,34599365,false,google_scholar
NCT02794844,36976575,false,pubmed_naive
NCT02794844,37079871,false,pubmed_naive
NCT02794844,37168465,false,pubmed_naive
NCT02794844,37204839,false,pubmed_naive
NCT02794844,37470293,false,pubmed_naive
NCT04206527,31765417,false,pubmed_enhanced
NCT04206527,33308230,true,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match"
NCT00165074,17394937,false,google_scholar
NCT03187470,30121181,true,"linked_at_registration,pubmed_naive,google_scholar"
NCT00003542,10680148,false,pubmed_enhanced
NCT00003542,12084217,false,pubmed_enhanced
NCT00003542,15606336,false,pubmed_naive
NCT00003542,16163253,false,pubmed_naive
NCT00003542,24183081,false,pubmed_naive
NCT00003542,25410406,false,pubmed_naive
NCT00003542,26404107,false,pubmed_enhanced
NCT01178034,22911785,false,google_scholar
NCT01178034,23237631,false,google_scholar
NCT01178034,26710337,true,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match"
NCT01178034,29396738,true,google_scholar
NCT01178034,31755368,false,google_scholar
NCT01178034,39423147,false,pubmed_naive
NCT01178034,39481583,false,pubmed_naive
NCT01178034,39499034,false,pubmed_naive
NCT01178034,39510414,false,pubmed_naive
NCT03755557,32569395,true,pubmed_naive
NCT00945698,24368436,true,"linked_at_registration,google_scholar,nct_match"
NCT00945698,25028082,true,google_scholar
NCT00945698,25995276,true,"linked_at_registration,google_scholar,nct_match"
NCT00945698,26063066,true,"linked_at_registration,google_scholar,nct_match"
NCT00945698,26740684,true,"linked_at_registration,google_scholar,nct_match"
NCT00945698,26912898,false,google_scholar
NCT00945698,26956611,true,"linked_at_registration,nct_match"
NCT00945698,27395385,true,"google_scholar,nct_match"
NCT00945698,27474016,false,"linked_at_registration,nct_match"
NCT00945698,28978680,false,"linked_at_registration,google_scholar,nct_match"
NCT00945698,29349922,false,"linked_at_registration,google_scholar,nct_match"
NCT00945698,30593271,false,"linked_at_registration,nct_match"
NCT00945698,31010435,true,"linked_at_registration,google_scholar,nct_match"
NCT00945698,33381802,false,pubmed_enhanced
NCT00945698,33830247,false,pubmed_enhanced
NCT00945698,34479861,false,pubmed_enhanced
NCT00945698,36078607,false,pubmed_enhanced
NCT00945698,38659718,false,pubmed_naive
NCT00945698,38833839,false,pubmed_naive
NCT00945698,38936551,false,"pubmed_naive,pubmed_enhanced"
NCT00945698,39154665,false,pubmed_naive
NCT00945698,39388679,false,pubmed_naive
NCT00664885,29127813,true,"pubmed_enhanced,google_scholar"
NCT00664885,37553717,false,pubmed_naive
NCT00664885,37562852,false,pubmed_naive
NCT00664885,38089529,false,pubmed_naive
NCT00664885,39506661,false,pubmed_naive
NCT00135265,33646963,false,pubmed_enhanced
NCT00135265,34177412,false,pubmed_enhanced
NCT00135265,35100321,false,pubmed_enhanced
NCT00135265,39261873,false,pubmed_enhanced
NCT00135265,39463684,false,pubmed_enhanced
NCT00137787,23317527,true,"linked_at_registration,google_scholar"
NCT02354248,34840896,false,pubmed_naive
NCT02354248,35967109,false,pubmed_naive
NCT02354248,36911955,false,pubmed_naive
NCT02354248,38489948,false,pubmed_naive
NCT02887235,39388522,false,google_scholar
NCT04320407,37589726,true,pubmed_enhanced
NCT04320407,37812258,true,pubmed_enhanced
NCT04320407,38178312,false,pubmed_enhanced
NCT04320407,38544973,false,pubmed_enhanced
NCT04320407,39180536,true,pubmed_enhanced
NCT02283359,27113410,false,google_scholar
NCT02283359,30115935,true,google_scholar
NCT02283359,30530076,false,google_scholar
NCT02283359,30976603,false,google_scholar
NCT01717573,24583294,true,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match"
NCT01717573,26055262,false,google_scholar
NCT01717573,27544605,false,google_scholar
NCT01717573,28747397,false,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match"
NCT01717573,32798463,false,google_scholar
NCT01717573,39286900,false,pubmed_naive
NCT01717573,39317437,false,pubmed_naive
NCT01717573,39342486,false,pubmed_naive
NCT01717573,39481808,false,pubmed_naive
NCT01841632,24231429,false,pubmed_enhanced
NCT01841632,25469010,false,google_scholar
NCT01841632,25671090,false,google_scholar
NCT01841632,26041737,true,"pubmed_naive,google_scholar"
NCT01841632,26792063,false,google_scholar
NCT01841632,27750256,false,google_scholar
NCT01841632,28740511,false,google_scholar
NCT01841632,31512503,false,google_scholar
NCT01841632,33370477,false,google_scholar
NCT01841632,36549959,false,google_scholar
NCT03061981,31377146,false,google_scholar
NCT04278612,32164597,true,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match"
NCT04278612,38877422,false,pubmed_naive
NCT04278612,39028229,false,pubmed_naive
NCT04278612,39398353,false,pubmed_naive
NCT03888066,33599908,false,google_scholar
NCT03888066,33608263,false,"linked_at_registration,pubmed_naive,nct_match"
NCT03888066,33677569,false,google_scholar
NCT03888066,34136782,false,pubmed_enhanced
NCT03888066,34162695,false,google_scholar
NCT03888066,34357841,false,pubmed_enhanced
NCT03888066,34709583,false,nct_match
NCT03888066,34800079,false,google_scholar
NCT03888066,35369022,false,pubmed_enhanced
NCT03888066,35510569,false,pubmed_enhanced
NCT03888066,35687107,false,google_scholar
NCT03888066,35851641,false,google_scholar
NCT03888066,35900838,true,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match"
NCT03888066,36587945,false,google_scholar
NCT03888066,39159624,true,"pubmed_naive,google_scholar,nct_match"
NCT03888066,39322323,false,pubmed_naive
NCT03888066,39340493,true,"pubmed_naive,google_scholar,nct_match"
NCT02358473,34039310,false,google_scholar
NCT02358473,34064995,false,google_scholar
NCT02358473,35497874,false,google_scholar
NCT02358473,38641274,false,google_scholar
NCT02358473,38756099,false,google_scholar
NCT02358473,39399656,false,google_scholar
NCT02358473,39485838,false,google_scholar
NCT00785616,19632952,false,pubmed_enhanced
NCT00785616,22223595,true,"pubmed_enhanced,google_scholar"
NCT00785616,25942462,false,pubmed_enhanced
NCT00785616,38416557,false,pubmed_naive
NCT00785616,38422381,false,pubmed_naive
NCT00785616,38961835,false,pubmed_naive
NCT00785616,39437141,false,pubmed_naive
NCT00785616,39473544,false,pubmed_naive
NCT03363854,33000503,true,google_scholar
NCT03363854,35843520,true,pubmed_naive
NCT03363854,35857179,true,"linked_at_registration,pubmed_naive,google_scholar,nct_match"
NCT03363854,36082590,true,"linked_at_registration,pubmed_naive,nct_match"
NCT03363854,36152216,true,"linked_at_registration,pubmed_naive,nct_match"
NCT03363854,37610789,true,"pubmed_enhanced,google_scholar"
NCT03363854,37682422,false,pubmed_enhanced
NCT03363854,37804473,false,pubmed_enhanced
NCT03363854,38563683,false,pubmed_enhanced
NCT03363854,38613642,false,"pubmed_naive,pubmed_enhanced"
NCT00069823,19357404,true,"linked_at_registration,google_scholar,nct_match"
NCT00069823,19422079,false,google_scholar
NCT00069823,19661245,true,"linked_at_registration,google_scholar,nct_match"
NCT00069823,21819338,true,google_scholar
NCT00069823,22885561,false,"linked_at_registration,google_scholar,nct_match"
NCT00069823,23026499,false,"linked_at_registration,google_scholar,nct_match"
NCT00069823,26712474,false,google_scholar
NCT00069823,30838750,false,google_scholar
NCT00069823,37536444,false,nct_match
NCT00069823,39288408,false,pubmed_naive
NCT00069823,39299388,false,pubmed_naive
NCT00069823,39362797,false,pubmed_naive
NCT00069823,39467609,false,pubmed_naive
NCT02135159,26112808,false,google_scholar
NCT02135159,27366963,false,google_scholar
NCT02135159,29370839,false,google_scholar
NCT02135159,29604436,false,google_scholar
NCT02135159,32207041,false,google_scholar
NCT02135159,32636942,false,google_scholar
NCT02135159,34944978,false,google_scholar
NCT02135159,37454577,false,google_scholar
NCT02135159,39486766,false,pubmed_naive
NCT02801539,31303277,true,"linked_at_registration,pubmed_naive,google_scholar,nct_match"
NCT02801539,33127291,true,"pubmed_enhanced,google_scholar"
NCT02801539,34231549,false,pubmed_enhanced
NCT02801539,36033343,false,pubmed_enhanced
NCT02801539,36265961,false,pubmed_enhanced
NCT02801539,38157654,false,pubmed_enhanced
NCT04449484,34654977,false,google_scholar
NCT04449484,35491799,false,google_scholar
NCT04449484,36083395,false,google_scholar
NCT04449484,38280078,false,google_scholar
NCT04449484,38416311,false,google_scholar
NCT03075683,37748597,false,google_scholar
NCT03075683,39498476,true,"pubmed_naive,pubmed_enhanced,google_scholar"
NCT00970424,30431561,false,pubmed_naive
NCT01517438,28858134,false,pubmed_enhanced
NCT01517438,39087414,false,pubmed_naive
NCT01517438,39193638,false,pubmed_naive
NCT01517438,39306481,false,pubmed_naive
NCT00003312,38951462,false,pubmed_naive
NCT00003312,39084158,false,pubmed_naive
NCT00003312,39095649,false,pubmed_naive
NCT00003312,39200986,false,pubmed_naive
NCT00003312,39202073,true,pubmed_naive
NCT03376048,31266529,false,"linked_at_registration,google_scholar,nct_match"
NCT03376048,32632489,true,"linked_at_registration,google_scholar,nct_match"
NCT03376048,38875150,false,pubmed_naive
NCT03376048,38946090,false,pubmed_naive
NCT03376048,39073661,false,pubmed_naive
NCT03376048,39159627,false,pubmed_naive
